product sku,product title,product_description,image
SKU:  FAB12-1085 ,Baseline Sit and Reach Trunk Flexibility Box ,"Perform sit-and-reach tests with Baseline sit and reach trunk flexibility test. Scales include: fitness, program, Cooper Institute/YMCA, AAHPERD. Scales printed in inches and centimeters. Made of sturdy powder-coated metal construction with a built in foot plate and a maximum stretch indicator that remains until reset. ",sit-and-reach-trunk-flexibility-box-b1f.jpg
SKU:  BALEPG-10 ,B and L Engineering Pinch Gauge 0-10 lbs. in 0.25 lb. increments ,For weak or injured hands. Measures 0-10 lbs. in 0.25 lb. increments and kilogram scale. Red indicator needle remains at maximum reading until reset.,pinch-gauge-0-10-lbs-in-025-lb-increments-d5f.jpg
SKU:  BALEPG-30 ,B and L Engineering Engineering Pinch Gauge 30 lb Pinch Gauge ,"Measures 0-30 lbs. in 1.0 lb. increments and kilogram scale. Calibration certificate included with accuracy = 0.3 lb. The B&L; Engineering Mechanical Pinch Gauge known as the ""Gold Standard"" (by Virgil Mathiowetz) in pinch strength (Key, Tip, and Palmar) measurement accuracy is used by physicians and therapists in clinics and rehabilitation centers worldwide.",engineering-pinch-gauge-30-lb-pinch-gauge--3cf.jpg
SKU:  BALEPG-60 ,B and L Engineering 60 lb Pinch Gauge ,"Known as the ""Gold Standard"" in pinch strength (Key, Tip and Palmar) measurement. It is used by physicians and therapist sin clinics and rehabilitation centers worldwide. Officially CE Marked. Two-year warranty. ",60-lb-pinch-gauge-523.jpg
SKU:  FAB12-0112 ,Baseline 3 Piece Digital Hydraulic Hand Evaluation Kit ,"3 Piece digital LCD hand evaluation set contains 300lb. maximum LCD readout range hand dynamomter, 100lb maximum LCD readout extended range pinch guage, and 6"" finger goniometer. The instruments stored in protective carrying case. 2 year warranty. ",3-piece-digital-hydraulic-hand-evaluation-kit-0b1.jpg
SKU:  SAMP081504265 ,Sammons Preston Jamar Digital Pinch Gauge ,This digital pinch gauge has an easy-to-read LCD display and features an electronic zero calibration system.,jamar-digital-pinch-gauge-b31.jpg
SKU:  SAMP081669928 ,Jamar Technologies Smart Hand Dynamometer ,"The Jamar Smart is the first electronic hand dynamometer that works seamlessly and wirelessly with a mobile app. Download the free Jamar Smart app from the Apple App Store, and you'll be able to control your Jamar Smart from your iPad tablet (iPad Air, iPad Mini or original iPad version 3 or later). The app is designed to expedite and enhance patient evaluations allowing results to be quickly repeated, edited, and saved. The free app includes the standard hand grip test, and features:Ability to set number of reps from 1 to 5Determine hand(s) to test and which one to start withRecord the grip position on the JamarEasily accept or redo any trialInstantly displays results to 1/10th of a poundCalculates average, standard deviation and coefficient of variationCompares results to norms based on patient's gender and age ",smart-hand-dynamometer-ba6.png
SKU:  FAB12-0102 ,Baseline Hand Evaluation Sets 7 Piece LiTE ,"Baseline® 7-piece LiTE® hand evaluation set includes the following instruments stored in a protective carrying case: LiTE® 200 pound capacity hydraulic hand dynamometer (red), 30 pound capacity mechanical pinch gauge (blue), 6 inch stainless steel finger goniometer, 2-point discriminator with 3rd point, Wartenburg pinwheel, finger circumference gauge and functional finger motion gauge. Dynamometer and pinch gauge have a 1 year manufacturer’s warranty. CE Certified. ",hand-evaluation-sets-7-piece-lite--f00.jpg
SKU:  FAB12-0286 ,Baseline Electronic Digital Smedley Spring Dynamometer 200 Pound ,"The digital, lightweight Smedley spring dynamometer offers accurate grip strength readout with 5 preset grip sizes. Assesses results according to age and gender. Stores results for fast retrieval with up to 19 users. Maximum reading of 200lb / 90kg. ",electronic-digital-smedley-spring-dynamometer-200-pound-ee0.jpg
SKU:  FAB12-0101 ,Baseline 3 Piece LiTE hand evaluation kit ,"3 Piece Lite hand evaluation set contains 200lb. maximum LiTE hand dynamomter, 50lb maximum LiTE pinch guage, and 6"" finger goniometer. ",3-piece-lite-hand-evaluation-kit-ae1.jpg
SKU:  FAB12-0126 ,Baseline Hand Evaluation 8-piece Set Features LiTE 200 lb. HHD & 50 lb. HPG Red ,"Baseline® 8-piece LiTE™ hand evaluation set includes the following instruments stored in a protective carrying case: LiTE™ 200 pound capacity hydraulic hand dynamometer (red), LiTE™ 50 pound capacity hydraulic pinch gauge (red), 6 inch stainless steel finger goniometer, finger circumference gauge, 180 degree 6 inch plastic goniometer, measuring tape, Discim-A-Gon™ and tactile™ 5-piece monofilament set. Dynamometer and pinch gauge have a 1 year manufacturers warranty. CE Certified. ",hand-evaluation-8-piece-set-features-lite-200-lb-hhd-50-lb-hpg-red-c46.jpg
SKU:  FAB12-0600 ,Jamar Technologies Hydraulic Hand Dynamometer 200 Lbs. ,"Ideal for routine screening of grip strength and initial and ongoing evaluation of clients with hand trauma and dysfunction. Unit comes with carrying/storage case, certificate of calibration and complete instructions. Warranted for one full year. The warranty does not cover calibration. Latex free. ",hydraulic-hand-dynamometer-200-lbs-511.jpg
SKU:  SAMP749805 ,Jamar Technologies Hydraulic Pinch Gauge ,The Jamar Hydraulic Pinch Gauge allows the client to perform a true pinch strength test with the assistance of the therapist. This gauge provides the client to perform a true pinch pattern because the therapist supports the weight of the gauge. This product includes a red indicator needle that gives an accurate reading of the test and measure pinch force up to 45 lbs. Gauge is devoid of artifact.,hydraulic-pinch-gauge-0b5.jpg
SKU:  HAU8983 ,Hausmann Industries Hand Dynamometer 200 lb. ,Hand Dynamometer 200 lb. Popular therapy device accurately measures hand strength. ,hand-dynamometer-200-lb-463.jpg
SKU:  SAMP5030KIT ,Jamar Technologies Hydraulic Hand Evaluation Kit ,"Occupational therapy evaluation kit includes essential manual tools for evaluating hand trauma and disfunction. The hydraulic hand dynamometer tests grip strength and features five adjustable grip positions. A pinch gauge can be used to test finger strength, while a small goniometer evaluates finger range of motion.",hydraulic-hand-evaluation-kit-a75.jpeg
SKU:  SAMP563213 ,Jamar Technologies Plus+ Digital Hand Dynamometer ,"We've replaced the hydraulic system found in other dynamometers with a circuit board and electronic load sensors. This technological advancement gives you a more accurate tool to measure hand strength in clients with hand trauma and dysfunction. We also increased the durability of the dynamometer by eliminating all internal moving parts, and encasing the electronics in a sturdy aluminum body with a scratch-resistant UV coating. The readout displays isometric grip force from 0–200 lbs (90 kg). The unit's easy-to-read LCD display can be set to display pounds or kilograms. ",plus-digital-hand-dynamometer-9b1.png
SKU:  SAMP926610 ,Sammons Preston Smedley Hand Dynamometer ,"Manual dynamometer measures hand grip strength in occupational therapy evaluation. The adjustable handle increases or decreases grip width as needed. After pressure is applied, the scale dial maintains its maximum reading for easier recording.",smedley-hand-dynamometer-74f.jpg
SKU:  FAB12-0100 ,Baseline 7 Piece Hand Evaluation Kit ,"Grip strength is measured by the 200lb. maximum hydraulic hand dynamometer and pinch strength by the 30 lb. maximum mechanical pinch gaugeOther measurements are made with the stainless steel finger goniometer, 2-point discriminator with 3rd point, Wartenburg pinwheel, finger circumference gauge, and functional finger motion gauge.",7-piece-hand-evaluation-kit-10f.jpg
SKU:  FAB12-0601 ,Jamar Technologies Hydraulic Pinch Gauge 50lb. Maximum ,"Hydraulic pinch gauge gives accurate and repeatable pinch strength readings (tip, key and palmer). Maximum strength indicator remains after each reading until reset. Dual scale shows pounds and kilograms. 50lb / 22.5kg. ",hydraulic-pinch-gauge-50lb-maximum-d60.jpg
SKU:  SAMP081505130 ,Jamar Technologies Plus+ Hand Evaluation Kit ,"The Jamar Plus+ Hand Evaluation Kit features three different strength testing and hand evaluating dynamometers for the most accurate measurement and assessments. This kit is ideal for therapists who need to evaluate the strength of their patient’s hand. The three devices include are the Digital Hand Dynamometer, Digital Pinch Gauge and the Finger Goniometer.",plus-hand-evaluation-kit-f9d.jpg
SKU:  HYGT23210 ,Thera-Band Power Pump ,"TheraBand Exercise Ball Power Pump makes pumping up exercise and stability balls quicker and easier than inflating with a mouth tube. This push pump comes with a manual step-on pump and three attachments for easy inflation, and it's pump is compatible with TheraBand Pro Series and Standard Exercise Balls of all sizes. ",power-pump-30a.png
SKU:  DMI640-8176-0800 ,"Briggs Healthcare DMI Rehab Exercise Ball, Soft ","Dmi rehab exercise ball, soft ",dmi-rehab-exercise-ball-soft-50a.jpg
SKU:  IDPTBS30 ,"Ideal Products Therapy Ball Storage, 28"" W x 20"" D x 60"" H ","Floor stand for 3 inflated balls, Steel construction, Small floor footprint, Mobile version available (TBS30C4 $159.00), Assembles in minutes, 28"" W x 20"" D x 60"" H, 32 pound parcel shipment. Oversized box. ",therapy-ball-storage-28-w-x-20-d-x-60-h-4b5.jpg
SKU:  IDPTBS60 ,"Ideal Products Therapy Ball Storage, 62"" W x 22"" D x 62"" H ","Floor stand for 6 inflated balls, Steel construction, Small floor footprint, Assembles in minutes, 62"" W x 22"" D x 62"" H, 40 pound parcel shipment. Oversized box.",therapy-ball-storage-62-w-x-22-d-x-62-h-b63.jpg
SKU:  IDPTBS60C4 ,Ideal Products Mobile version Of Therapy Ball Storage ,"Steel construction, Small floor footprint, Mobile version, Assembles in minutes, 40 pound parcel shipment. Oversized box. ",mobile-version-of-therapy-ball-storage-f0a.jpg
SKU:  IDPSWM2 ,Ideal Products Therapy Ball Wall Storage Rack ,"Wall storage for 2 inflated balls, Stainless steel construction, Convenient wall storage, Holds 2 inflated balls, Assembles in minutes. ",therapy-ball-wall-storage-rack-a2f.jpg
SKU:  CLI8102 ,Clinton Industries Soft Grip Weight Balls 2 Lbs. Green ,2 pound soft grip ball ,soft-grip-weight-balls-2-lbs-green-0aa.jpg
SKU:  CLI8103 ,Clinton Industries Soft Grip Weight Balls - 3 Lbs. ,3 pound soft grip ball ,soft-grip-weight-balls-3-lbs-795.jpg
SKU:  CLI8100 ,Clinton Industries Soft Grip Weight Balls - Set Of 6 ,Soft grip balls (set of 6) ,soft-grip-weight-balls-set-of-6-8d0.jpg
SKU:  CLI8212K ,Clinton Industries Superior Quality Medicine Balls - 12 Lbs. ,12 pound Medicine ball ,superior-quality-medicine-balls-12-lbs-449.jpg
SKU:  IDPBH17 ,Ideal Products Therapy Ball Storage ,"Wall storage for 1 inflated ball, Steel tubing construction, Convenient wall storage.",therapy-ball-storage-fd7.jpg
SKU:  FAB30-3601 ,Fabrication Enterprises TumbleForms deluxe Vestibulator II ,"The Vestibulator II freestanding system offers the benefits of a ceiling suspension system. It accommodates therapy modules for vestibular, neurodevelopmental, and sensory integration therapy. The Deluxe System provides vertical stimulation and direct flexion, linear acceleration, rotational experiences, and complete range of motion exercises. It incorporates a 360° vertical rotation system for a smooth, unrestricted ROM to create vertical and rotational stimulation at the same time.Deluxe Vestibulator® II System includes: Frame, Net Swing with positioning seat, Flexidisk, Prone net swing, Mat, Soft Top Platform Swing, Roll swing, Rope with Ascenders ",tumbleforms-deluxe-vestibulator-ii-20d.jpg
SKU:  SAMP920145 ,Sammons Preston Rainy Day Indoor Playground Therapy Kit ,"Everything you need for gross motor, sensory integration, and vestibular therapies. ",rainy-day-indoor-playground-therapy-kit-7ab.jpg
SKU:  SAMP6225 ,Sammons Preston Clinic Self Cath Mirror ,"Adjustable acrylic mirror locks into any position for self-examination, catheterization, dental hygiene or speech therapy. ",clinic-self-cath-mirror-309.jpg
SKU:  LWSILL-LEDV-R483 ,LW Scientific 48 Bulb LED Ring Light ,"The 48-bulb LED ring light features variable intensity control, and the new 60-bulb LED ring light is variable and programmable for segmented quadrants to cast shadows when necessary.",48-bulb-led-ring-light-c1c.jpg
SKU:  ALI80245 ,"Alimed Clamp-On Adjustable Mirror, 8"" x 12"" ","Clamp-On Adjustable Mirror A multi-use mirror that clamps onto bed rail, wheelchair, tabletop and other surfaces. Helps with speech therapy in any environment. The shatterproof mirror is mounted on a 12"" flexible metal ""gooseneck"" attached to a strong plastic spring clamp. The clamp grips up to 1"" thickness. 8"" x 12"" mirror surface. ",clamp-on-adjustable-mirror-8-x-12-f2d.jpg
SKU:  IDPFRR37 ,Ideal Products Foam Roll Storage ,"Storage rack for foam rolls. Stainless steel construction, Convenient wall storage, Holds up to (6) 6"" x 3' foam rolls, Load on top, remove on bottom, Assembly required, 36"" W x 10"" D x 40"" H, 17 pound parcel shipment.",foam-roll-storage-6c0.jpg
SKU:  SAMP552225 ,Sammons Preston Activity Tray ,"An effective alternative to standard tilt tables or easels. Has an adjustable ledge and nonglare durable plastic cover. Easily adjusts to 5°, 20° or 75° angles. Measures 18"" x 24"". Latex free. ",activity-tray-cb9.jpg
SKU:  SAMP565512 ,Sammons Preston HandWeight Small ,Ideal for providing proprioceptive input (weight/compression) for individuals who experience diminished sensory feedback during fine motor tasks. Can also be used for strengthening exercises. Weights can help increase kinesthetic awareness during fine motor or self-help activities. Designs allow maximum flexibility and mobility. ,handweight-small-519.jpg
SKU:  CMSRBLK01 ,Obus Forme Supporting Roll ,Provides support for your lower back or neck anywhere you go. ,supporting-roll-95c.jpg
SKU:  ALI80385 ,"Alimed Activity Pillow 22"" x 15.5"" x 1"" ","Designed specially for Alzheimer's and dementia clients. Activities include zipping, buttoning, hook and loop fastening, and buckling.",activity-pillow-22-x-155-x-1-742.jpg
SKU:  SAMP566792 ,Sammons Preston Allen Diagnostic Module Foam Button Bookmark ,Quick project suitable for very disabled populations.,allen-diagnostic-module-foam-button-bookmark-b14.jpg
SKU:  SAMP566793 ,Sammons Preston Allen Diagnostic Module Metallic Cord Bargello Bookmarks ,The first bookmark row must be prepared by the therapist or a volunteer. ,allen-diagnostic-module-metallic-cord-bargello-bookmarks-5c3.jpg
SKU:  SAMP5286 ,Sammons Preston The Yes U Can Fine Motor Exercise Kit ,Provides all the necessary equipment to improve fine motor coordination. ,the-yes-u-can-fine-motor-exercise-kit-1fa.jpg
SKU:  SAMPA405800 ,Sammons Preston Easel ,Position shelf as desired on easel to increase or decrease distance and reach.,easel-bef.jpg
SKU:  MKS22302700 ,McKesson Anti Diarrheal sunmark Oral Suspension 4 oz. ,Anti Diarrheal sunmark Oral Suspension 4 oz. ,anti-diarrheal-sunmark-oral-suspension-4-oz-103.jpg
SKU:  SAMP565127 ,Sammons Preston Gel Dot Pad Gel Dot Pad ,Provides eye-hand coordination training and improves finger strength and dexterity. ,gel-dot-pad-gel-dot-pad-b0c.jpg
SKU:  SAMP081555762 ,Sammons Preston Tangrams Plus ,"Features an ancient Chinese puzzle consisting of 5 triangles, 1 square, and 1 rhomboid. Also included circles and semicircles that inspire creativity and allow kids to explore geometric shapes.",tangrams-plus-ae0.jpg
SKU:  SAMP564792 ,Sammons Preston Tabletop Easel ,"Compact easel makes an ideal literacy center. New folding design, easy-carrying handle, two magnetic dry erase boards, one with 1"" spaced blue lines.Book/marker ledges on each side. Detachable pocket chart.High-quality lightweight, molded frame is 19""W x 17""D x 19""H.Three removable Tiny Tubs with lifetime warranty store easily within the built-in tray.Each tub is 4-1/2""L x 2-1/2""W x 33/4""D.Five-year warranty on frame. ",tabletop-easel--1e3.jpg
SKU:  SAMP8181 ,Sammons Preston Pegboard with Round Pegs ,"Basic 30-hole pegboard can be used easily, even by a child with severe handicaps.",pegboard-with-round-pegs-b44.jpg
SKU:  SAMP924195 ,Sammons Preston Get A Grip Pegboard Set ,The Get-A-Grip Pegboard Set is ideal for those with grip and tactile challenges all while presenting it as a game. The board includes a plastic grip. The set can also improve dexterity. ,get-a-grip-pegboard-set-44c.jpg
SKU:  SAMP924200 ,Sammons Preston Magnet Express ,"Kids use magnetic wands to guide encased metal balls through the maze. The first player to get all five balls into the center wins the game. Constructed of durable Russian Birch wood, with a sealed, clear plastic top. Colored wands match colored balls. Measures 12""L x 15""W x 2""H. For ages 3 and up. Not recommended for clients with pacemakers. ",magnet-express-8c3.jpg
SKU:  SAMP924305 ,Sammons Preston Peg-It ,"Contains two 100-hole pegboards, 100 multicolored pegs, a water-soluble ink pen, reproducible pegboard designs, and a complete manual. Measures 6.5"" square x 1"" H with a channel around three sides to hold the pegs. ",peg-it-4aa.jpg
SKU:  SAMPA4161 ,Sammons Preston Rolyan Complex Form Board ,"24-1/2"" x 16"" x 1/2"" form board has 12 shapes for evaluation and training in form constancy, position in space, shape recognition and sequencing as well as teaching compensatory techniques for loss of visual field. Shapes are 7/8"" high. ",rolyan-complex-form-board-f1d.jpg
SKU:  HS2312 ,Healthstar Economy Foam Balance Beam ,"Even Olympic gold medalists have to start somewhere. Made out of a sturdy foam material and offering a body that measures 54” long, these foam balance beams have been designed to support the feet of mini gymnasts as they discover their confidence before heading to a wooden beam.This foam balance beam is also a bit different when it comes to size. Those standard wood balance beams at gyms and training centers across the country only measure 4” wide, but these foam balance beams measure 6” wide and have a rounded top, making them the perfect size and shape for little feet learning basic routines. ",economy-foam-balance-beam-ccd.jpg
SKU:  SAMP4163B ,Sammons Preston Tumble Forms 2 Barrel Crawl/Roll ,"By gently rocking the barrel, the therapist can produce a rhythmic movement experience for the child. In time, the child can learn to shift his weight in order to roll the barrel. Inside diameter 12"", outside is 22"". 250 lb. weight capacity. Sorry, no color choice. Latex free.",tumble-forms-2-barrel-crawl-roll-337.jpg
SKU:  SAMP4811 ,Tumble Forms Soft Top Rocker Balance ,"Foam-cushioned top is nonslip and nonabrasive, providing sure footing during rocker/balance exercises. Unit wipes clean and will not mar floors or walls. Recessed sides protect fingers against pinching. ",soft-top-rocker-balance-409.jpg
SKU:  SAMP561829 ,Sammons Preston Economy Ball Pool ,"This 48""-diameter ball pool offers clinics and schools a low-cost alternative.",economy-ball-pool-2b6.jpg
SKU:  SAMP556016 ,Sammons Preston Baby Trampoline ,For children 1-1/2 to 4 years old. The canvas is tensioned so even very small children will experience a spring effect (usually they are too light to use a trampoline). The rubber cover yields protection against the metal frame. Supporting handles are covered with foam to protect face and teeth. For children up to 50 lbs. ,baby-trampoline-8a5.jpg
SKU:  SAMP556022 ,Sammons Preston Riverstones ,"The stones mimic those in a river, with each side of the triangle varying in steepness and difficulty. The goal is to jump from stone to stone without touching the floor. Change their position to create more challenging paths for children. Each of the stones has rubber studs on the base, which prevent them from slipping and protect indoor floor areas. Includes three 14"" x 3""H stones and three 10"" x 2""H stones. Weight capacity 110 lbs.",riverstones-755.jpg
SKU:  SAMP081555366 ,Sammons Preston Nylon Bean Bags ,These colorful nylon bean bags are durable and ready to withstand constant use. ,nylon-bean-bags-d68.jpg
SKU:  HS2312 ,Healthstar Economy Foam Balance Beam ,"Even Olympic gold medalists have to start somewhere. Made out of a sturdy foam material and offering a body that measures 54” long, these foam balance beams have been designed to support the feet of mini gymnasts as they discover their confidence before heading to a wooden beam.This foam balance beam is also a bit different when it comes to size. Those standard wood balance beams at gyms and training centers across the country only measure 4” wide, but these foam balance beams measure 6” wide and have a rounded top, making them the perfect size and shape for little feet learning basic routines. ",economy-foam-balance-beam-ccd.jpg
SKU:  SKIL914720 ,Skil Care Number Color Association Pad ,The number-color association pad offers many educational opportunities. ,number-color-association-pad-522.jpg
SKU:  SKIL912460 ,Skil Care Sensory Activity Apron ,Give residents an activity that will challenge their mind and senses while building skills for daily activity using the Skil-Care Activity Apron. Help individuals practice tasks like using zippers and buttons while providing a reprieve from boredom and anxiety.,sensory-activity-apron-500.gif
SKU:  SAMPA8113 ,Rolyan Roller Scar Tissue Massage Tool ,Easy-to-use roller-ball massage tool is effective in applying deep massage for scar reduction.,roller-scar-tissue-massage-tool-9ba.jpg
SKU:  SAMP557675 ,Sammons Preston Molded Scrub Brush ,"Experience tactile sensations through 2 different brush sets. Each offers a sense of touch to enhance the tactile experience for any patient. 3-1/2""L x 2""W.",molded-scrub-brush-7c2.jpg
SKU:  SKIL912410 ,"Skil Care Gel Top Sensory Stimulator Tray Lift Away Restraint Free Fits 16""-18"" Wheelchairs ",This Gel-Top Sensory Stimulator Tray provides both tactile and visual stimulation to reduce agitation and restlessness,gel-top-sensory-stimulator-tray-lift-away-restraint-free-fits-16-18-wheelchairs-aa1.jpg
SKU:  SKIL912415 ,"Skil Care Gel Top Sensory Stimulator Tray With Velcro Closure Fits 16""-18"" Wheelchairs ",This Gel-Top Sensory Stimulator Tray provides both tactile and visual stimulation to reduce agitation and restlessness. ,gel-top-sensory-stimulator-tray-with-velcro-closure-fits-16-18-wheelchairs-467.jpg
SKU:  SKIL912441 ,Skil Care Spiral Gel Pad ,This gel pad allows the user to guide the plastic disk around the swirl providing tactile and visual stimulation. ,spiral-gel-pad-8f9.jpg
SKU:  SKIL912428 ,Skil Care Spiral Gel Pad 20” x 22” 6.7 Pounds ,This gel pad allows the user to guide the plastic disk around the swirl providing tactile and visual stimulation. ,spiral-gel-pad-20-x-22-67-pounds-3f3.jpg
SKU:  SKIL912420 ,"Skil Care Sensory Stimulator Gel Pad 7"" x 16"" ","Skil-Care Sensory Stimulation Gel Pad is a tool used to calm agitated or Alzheimer patients. It is important to occupy individuals with cognitive impairment and increase their sensory activity. The Sensory Stimulation Gel Pad promotes an improved attention span, finger dexterity, and touch recognition. Another great feature is the ability to heat the pad to provide pain relief for those suffering from arthritis. ",sensory-stimulator-gel-pad-7-x-16-263.jpg
SKU:  SKIL914671 ,Skil Care Wavy Sensory Stimulation Activity Tray ,"Activity Tray, Wavy Gel & Fabrics (Blue & Yellow) ",wavy-sensory-stimulation-activity-tray-eb6.jpg
SKU:  MAB530-6046-0123 ,Briggs Healthcare DMI Blue Mesh Post Op Shoes Mens Large ,"DMI Blue Mesh Post-Op Shoes, Mens, Large ",dmi-blue-mesh-post-op-shoes-mens-large-318.jpg
SKU:  CM20106 ,Brown Medical Sealtight Cast Guard Adult Wide Short Leg 23 Inch L ,"The easy, durable way to stay dry. recommended by doctors for showering and bathing.",sealtight-cast-guard-adult-wide-short-leg-23-inch-l-8f3.jpg
SKU:  SCSI1202 ,Scott Specialties Arm Sling ,"Features open-end design, web strap with hook and loop closure. Arm weight is transferred to opposite shoulder and back, eliminating neck strain. ",arm-sling-8fc.png
SKU:  NYO9409R-L ,"NY Orthopedic Wrist Brace, Large, Right Hand, 7.5""- 8.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-large-right-hand-75-85-e6c.jpg
SKU:  DJO79-89270 ,DJO Global Premium Panel Elastic Binder-XX-Large ,"Constructed with panel elastic and soft cotton type lining for patient comfort. Universal style, flannel lined panel elastic support with contact closure. Multi-panel design helps prevent panel rolling. Ideal for providing compression and support for post-natal or post-abdominal surgery, abdominal strains and weakness. Available in each or in a pack of six (6). 9"", 12"" or 15"" height. ",premium-panel-elastic-binder-xx-large-757.jpg
SKU:  MAB530-6045-0122 ,Briggs Healthcare DMI Blue Mesh Post Op Shoes Womens Medium ,"DMI Blue Mesh Post-Op Shoes, Womens, Medium ",dmi-blue-mesh-post-op-shoes-womens-medium-5fe.jpg
SKU:  MAB530-6046-0122 ,Briggs Healthcare DMI Blue Mesh Post Op Shoes Mens Medium ,"DMI Blue Mesh Post-Op Shoes, Mens, Medium. ",dmi-blue-mesh-post-op-shoes-mens-medium-322.jpg
SKU:  NYO9409L-L ,"NY Orthopedic Wrist Brace, Large, Left Hand, 7.5""- 8.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-large-left-hand-75-85-f44.jpg
SKU:  NYO9409L-M ,"NY Orthopedic Wrist Brace, Medium, Left Hand, 6.5""- 7.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-medium-left-hand-65-75-32e.jpg
SKU:  NYO9409L-S ,"NY Orthopedic Wrist Brace, Small, Left Hand, 5.5""- 6.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-small-left-hand-55-65-213.jpg
SKU:  NYO9409L-XL ,"NY Orthopedic Wrist Brace, Extra Large, Left Hand, 8.5"" Plus ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-extra-large-left-hand-85-plus-25b.jpg
SKU:  NYO9409R-M ,"NY Orthopedic Wrist Brace, Medium, Right Hand, 6.5""- 7.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-medium-right-hand-65-75-8c9.jpg
SKU:  NYO9409R-S ,"NY Orthopedic Wrist Brace, Small, Right Hand, 5.5""- 6.5"" ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-small-right-hand-55-65-9f3.jpg
SKU:  NYO9409R-XL ,"NY Orthopedic Wrist Brace, Extra Large, Right Hand, 8.5"" Plus ","Ideal for carpal tunnel syndrome and wrist sprains.Allows full finger function.Removable adjustable palmar stay.Lycra lined wicks moisture away.8"" length. ",wrist-brace-extra-large-right-hand-85-plus-337.jpg
SKU:  KCC69572 ,Kimberly-Clark HI GUARD Ultra Full Coverage Boot Universal ,Shoe And Lower Leg CoverageProtective 3-Layer SMS FabricPlastic Film Coating Over SMS FabricAdhesive Traction StripsPotential For Heavy Fluid Contamination ,hi-guard-ultra-full-coverage-boot-universal-1dd.jpg
SKU:  DJO79-89210 ,DJO Global Premium Panel Elastic Binder Extra Large 3 Panel ,"Constructed with panel elastic and soft cotton type lining for patient comfort. Universal style, flannel lined panel elastic support with contact closure.",premium-panel-elastic-binder-extra-large-3-panel-9f1.jpg
SKU:  DJO79-89250 ,DJO Global Premium Panel Elastic Binder Extra Extra Extra Large ,Constructed with panel elastic and soft cotton type lining for patient comfort. ,premium-panel-elastic-binder-extra-extra-extra-large-5d5.jpg
SKU:  SAMP55325601 ,Sammons Preston Zip Cutting Strip Cast Removal Aid ,"Provides additional patient protection during cast removal. The 19"" (48.3cm) stick slides under the cast and provides a smooth path for scissors or cast saw. ",zip-cutting-strip-cast-removal-aid-675.jpg
SKU:  SAMPA37130 ,Sammons Preston Cast Scissors for Serial Finger Casts ,Highest-quality German stainless steel.,cast-scissors-for-serial-finger-casts-737.jpg
SKU:  DJO79-81007 ,DJO Global Heel Elbow Protector Poly Pile Large ,Washable polyester pile fiber with contact closure absorbs moisture and allows proper circulation of air. ,heel-elbow-protector-poly-pile-large-9aa.jpg
SKU:  DJO79-82239 ,DJO Global Safety Wrist-X-Large ,"Ergonomically designed brace allows for full hand dexterity during repetitive daily activities. Durable, cotton/elastic construction, contact closure straps and plastic palmer stay provide support to help address wrist sprains, tendonitis, and Carpal Tunnel Syndrome. 6"" Length. Ideal for wrist sprains, tendonitis and Carpal Tunnel  ",safety-wrist-x-large-1e1.jpg
SKU:  DJO79-89010 ,DJO Global Neoprene/Elastic Sacro-Lumbar with Compression Straps-Universal ,"Low profile 10"" elastic construction with neoprene back panel and side pulls for warmth, compression and adjustability. Two plastic side stays prevent rolling and 3 spiral posterior stays provide added support. Available in sized and universal. Ideal for providing support and compression for strains, sprains of the low back and abdominal area. ",neoprene-elastic-sacro-lumbar-with-compression-straps-universal-a3f.jpg
SKU:  CM6998 ,Shaefer Enterprises Cast Comfort Spray 6 oz. Can ,"Cast Comfort Spray is a unique aerosol spray that keeps casted people happy! It is designed to be used under the cast, stopping the unbearable itching, soothing the skin and helping to eliminate embarrassing cast odor. Cast Comfort Spray also helps eliminate cast odor and is safe, effective, and easy to use.",cast-comfort-spray-6-oz-can-6bc.jpg
